source,window,flow_key,packet_count,total_bytes,duration_s,bytes_per_sec,mean_payload_len,std_payload_len,min_payload_len,max_payload_len,mean_iat,std_iat,min_iat,max_iat,burst_count,upload_ratio,label
google_drive_20260517_143733,0,5t:10.104.182.141:54438-142.250.77.97:443/17,1770,2187650,2.3171,944144.58,1235.96,132.26,33,1258,0.00131,0.040789,1e-06,1.675937,3,0.0,web
google_drive_20260517_143733,1,5t:10.104.182.141:54438-142.250.77.97:443/17,765,928427,0.5813,1597258.52,1213.63,205.4,34,1258,0.000761,0.005995,0.0,0.149461,2,0.0,web
google_drive_20260517_143733,0,5t:10.104.182.141:50280-142.251.43.72:443/17,252,303399,0.2939,1032432.7,1203.96,220.65,32,1258,0.001171,0.007955,1e-06,0.111992,2,0.0,web
google_drive_20260517_143733,0,5t:10.104.182.141:60706-142.250.182.72:443/17,13,8942,0.041,217911.87,687.85,574.7,33,1258,0.00342,0.007236,1e-06,0.02369,1,0.0,web
google_drive_20260517_143733,0,5t:10.104.182.141:52426-142.251.222.131:443/17,17,8116,0.3892,20852.29,477.41,541.88,30,1258,0.024326,0.050101,1e-06,0.208789,2,0.0,web
google_drive_20260517_143733,0,5t:10.104.182.141:62873-142.250.183.166:443/17,32,13263,0.4267,31082.08,414.47,486.33,29,1258,0.013765,0.031263,1e-06,0.168625,2,0.0,web
google_drive_20260517_143733,0,5t:10.104.182.141:65110-142.250.205.130:443/17,18,12002,0.1339,89633.94,666.78,565.89,32,1258,0.007876,0.013895,1e-06,0.043866,1,0.0,web
google_drive_20260517_143733,0,5t:10.104.182.141:61337-142.251.222.130:443/17,17,10175,0.129,78876.44,598.53,546.85,32,1258,0.008062,0.01422,2e-06,0.041527,1,0.0,web
google_drive_20260517_143733,0,5t:10.104.182.141:51394-142.250.67.46:443/17,226,227546,3.8025,59841.18,1006.84,485.68,30,1258,0.0169,0.164089,0.0,2.420421,4,0.0,web
google_drive_20260517_143733,1,5t:10.104.182.141:51394-142.250.67.46:443/17,37,4826,4.2971,1123.09,130.43,291.73,30,1258,0.119363,0.444926,1e-06,2.577007,5,0.0,web
google_drive_20260517_143733,2,5t:10.104.182.141:51394-142.250.67.46:443/17,7,274,0.0205,13350.83,39.14,2.59,34,43,0.003421,0.004553,1e-06,0.011623,1,0.0,web
google_drive_20260517_143733,0,cid:ec7c8914e30ad3b0,123,58820,3.7885,15525.75,478.21,568.01,39,1258,0.031054,0.221491,1e-06,2.415983,5,1.0,web
google_drive_20260517_143733,1,cid:ec7c8914e30ad3b0,55,42840,4.3463,9856.65,778.91,568.33,41,1258,0.080487,0.366342,2e-06,2.568463,5,1.0,web
google_drive_20260517_143733,2,cid:ec7c8914e30ad3b0,15,9527,0.0456,208994.57,635.13,550.91,41,1258,0.003256,0.004643,5e-06,0.013432,1,1.0,web
google_drive_20260517_143733,0,5t:10.104.182.141:56463-142.251.221.163:443/17,44,44653,0.3525,126682.73,1014.84,451.15,32,1258,0.008197,0.036015,1e-06,0.236001,2,0.0,web
google_drive_20260517_143733,0,5t:10.104.182.141:54946-142.251.43.66:443/17,16,8426,0.1795,46942.04,526.62,544.1,29,1258,0.011967,0.014497,1e-06,0.040698,1,0.0,web
google_drive_20260517_143733,0,5t:10.104.182.141:52187-142.251.155.119:443/17,34,34798,0.0469,741580.33,1023.47,431.62,33,1258,0.001422,0.003885,1e-06,0.021644,1,0.0,web
google_drive_20260517_143733,0,5t:10.104.182.141:52522-216.239.38.181:443/17,12,9590,0.0654,146701.05,799.17,528.97,32,1258,0.005943,0.009114,2e-06,0.026222,1,0.0,web
google_drive_20260517_143733,1,5t:10.104.182.141:52522-216.239.38.181:443/17,9,859,1.255,684.44,95.44,164.18,29,558,0.156881,0.341423,1e-06,1.05865,2,0.0,web
google_drive_20260517_143733,0,cid:e3a2f5984fcdc4fa,10,1745,0.0348,50143.6,174.5,361.56,41,1258,0.003867,0.005053,2.4e-05,0.011973,1,1.0,web
google_drive_20260517_143733,1,cid:e3a2f5984fcdc4fa,10,6068,1.2566,4829.06,606.8,569.79,40,1258,0.139618,0.324506,4e-06,1.055176,2,1.0,web
google_drive_20260517_143733,0,5t:10.104.182.141:56900-216.239.34.223:443/17,20740,25806261,4.9994,5161830.37,1244.27,111.36,31,1258,0.000241,0.001004,0.0,0.049729,1,0.0,web
google_drive_20260517_143733,1,5t:10.104.182.141:56900-216.239.34.223:443/17,13718,17059151,3.0091,5669134.65,1243.56,116.24,36,1258,0.000219,0.000789,0.0,0.026549,1,0.0,web
google_drive_20260517_143733,0,5t:10.104.182.141:56924-142.251.221.219:443/17,31,23474,1.5124,15520.82,757.23,545.14,31,1258,0.050414,0.112763,1e-06,0.542456,6,0.0,web
google_drive_20260517_143733,0,cid:e8c23ea229fdb39b,81,9674,1.0144,9536.27,119.43,272.86,39,1258,0.012681,0.023483,3e-06,0.102134,2,1.0,data
google_drive_20260517_143733,0,5t:10.104.182.141:64410-192.178.211.84:443/17,183,192398,1.0373,185473.2,1051.36,418.74,30,1258,0.0057,0.017722,1e-06,0.148817,2,0.0,web
google_search_20260517_143017,0,5t:10.104.182.141:53889-142.251.151.119:443/17,14,9253,0.1176,78666.53,660.93,527.24,33,1258,0.009048,0.014989,1e-06,0.047541,1,0.0,data
google_search_20260517_143017,0,5t:10.104.182.141:49249-142.251.150.119:443/17,73,75876,0.2313,327994.68,1039.4,431.17,30,1258,0.003213,0.010741,0.0,0.066244,1,0.0,data
google_search_20260517_143017,0,5t:10.104.182.141:55969-142.251.150.119:443/17,677,706381,4.6633,151475.37,1043.4,437.08,30,1258,0.006898,0.066265,0.0,1.627489,10,0.0,web
google_search_20260517_143017,1,5t:10.104.182.141:55969-142.251.150.119:443/17,1593,1783556,4.9928,357222.31,1119.62,356.54,31,1258,0.003136,0.050691,0.0,1.827769,6,0.0,web
google_search_20260517_143017,2,5t:10.104.182.141:55969-142.251.150.119:443/17,370,363151,4.9248,73739.19,981.49,472.08,31,1258,0.013346,0.129627,0.0,2.416057,7,0.0,web
google_search_20260517_143017,3,5t:10.104.182.141:55969-142.251.150.119:443/17,28,2980,4.6097,646.46,106.43,110.38,31,437,0.17073,0.424117,1e-06,1.774605,6,0.0,web
google_search_20260517_143017,4,5t:10.104.182.141:55969-142.251.150.119:443/17,1296,1354028,4.9718,272343.68,1044.77,428.14,31,1258,0.003839,0.035531,0.0,1.078494,11,0.0,web
google_search_20260517_143017,5,5t:10.104.182.141:55969-142.251.150.119:443/17,745,740180,3.2889,225053.68,993.53,462.4,31,1258,0.004421,0.025024,0.0,0.560777,6,0.0,web
google_search_20260517_143017,0,cid:e9f83f0c90cef6a9,202,28748,4.9991,5750.58,142.32,259.7,37,1258,0.024871,0.122322,1e-06,1.626296,11,1.0,web
google_search_20260517_143017,1,cid:e9f83f0c90cef6a9,319,62896,4.9782,12634.33,197.17,316.89,37,1258,0.015655,0.112518,2e-06,1.825132,6,1.0,web
google_search_20260517_143017,2,cid:e9f83f0c90cef6a9,277,28006,4.9221,5689.85,101.1,171.61,37,1258,0.017834,0.149212,1e-06,2.410261,7,1.0,web
google_search_20260517_143017,3,cid:e9f83f0c90cef6a9,29,6001,4.6129,1300.91,206.93,304.8,37,1258,0.164748,0.414671,1e-06,1.774958,6,1.0,web
google_search_20260517_143017,4,cid:e9f83f0c90cef6a9,311,71440,4.9881,14322.1,229.71,361.63,37,1258,0.016091,0.07167,1e-06,1.070053,11,1.0,web
google_search_20260517_143017,5,cid:e9f83f0c90cef6a9,228,51489,3.2754,15719.99,225.83,384.04,37,1258,0.014429,0.043747,1e-06,0.551883,7,1.0,web
google_search_20260517_143017,0,5t:10.104.182.141:57538-142.251.221.99:443/17,45,49699,0.0477,1042232.31,1104.42,376.99,31,1258,0.001084,0.003672,1e-06,0.023399,1,0.0,web
google_search_20260517_143017,0,5t:10.104.182.141:64330-142.251.222.163:443/17,10,7360,0.0666,110483.87,736.0,556.05,32,1258,0.007402,0.010794,1e-06,0.029201,1,0.0,web
google_search_20260517_143017,1,5t:10.104.182.141:64330-142.251.222.163:443/17,74,88454,0.1026,862149.98,1195.32,235.94,32,1258,0.001405,0.007403,1e-06,0.062295,1,0.0,web
google_search_20260517_143017,0,5t:10.104.182.141:60315-142.251.150.119:443/17,54,60558,0.0398,1522746.36,1121.44,364.28,32,1258,0.00075,0.00265,1e-06,0.018088,1,0.0,web
google_search_20260517_143017,0,5t:10.104.182.141:61361-142.251.223.10:443/17,17,10163,0.1367,74340.92,597.82,538.96,32,1258,0.008544,0.015741,1e-06,0.056895,1,0.0,web
google_search_20260517_143017,1,5t:10.104.182.141:61361-142.251.223.10:443/17,8,716,4.3711,163.8,89.5,62.17,32,211,0.624449,1.484164,0.000329,4.259747,2,0.0,web
google_search_20260517_143017,2,5t:10.104.182.141:61361-142.251.223.10:443/17,8,830,3.0446,272.61,103.75,73.37,32,206,0.434943,1.013026,3e-06,2.916028,2,0.0,web
google_search_20260517_143017,0,cid:e70921c70e71892a,8,2667,0.1005,26525.71,333.38,504.21,39,1258,0.014363,0.021907,2.9e-05,0.065877,1,1.0,web
google_search_20260517_143017,1,cid:e70921c70e71892a,6,826,4.374,188.84,137.67,162.99,40,486,0.874803,1.678649,0.000481,4.231821,2,1.0,web
google_search_20260517_143017,2,cid:e70921c70e71892a,7,551,3.0211,182.39,78.71,59.65,39,173,0.503512,1.078355,1.1e-05,2.914402,2,1.0,web
google_search_20260517_143017,0,5t:10.104.182.141:50807-142.251.222.174:443/17,14,8435,0.1586,53169.69,602.5,531.91,32,1258,0.012203,0.018975,2e-06,0.067024,1,0.0,web
google_search_20260517_143017,1,5t:10.104.182.141:50807-142.251.222.174:443/17,9,815,4.3926,185.54,90.56,71.94,31,208,0.549078,1.404236,3e-06,4.264096,2,0.0,web
google_search_20260517_143017,2,5t:10.104.182.141:50807-142.251.222.174:443/17,8,819,3.018,271.37,102.38,75.29,32,208,0.431144,1.015388,0.001099,2.918155,2,0.0,web
google_search_20260517_143017,0,cid:e18b4ebd09a01da2,9,2869,0.1176,24402.7,318.78,501.28,39,1258,0.014696,0.022677,1.9e-05,0.072251,1,1.0,data
google_search_20260517_143017,1,cid:e18b4ebd09a01da2,7,2059,4.3931,468.69,294.14,418.03,40,1254,0.732185,1.580014,3e-06,4.265028,2,1.0,data
google_search_20260517_143017,2,cid:e18b4ebd09a01da2,6,1761,3.0508,577.22,293.5,381.65,40,1034,0.610165,1.137682,0.031207,2.885462,2,1.0,data
google_search_20260517_143017,0,5t:10.104.182.141:60393-142.250.77.142:443/17,12,8762,0.0384,228153.39,730.17,561.63,33,1258,0.003491,0.005705,1e-06,0.01971,1,0.0,web
google_search_20260517_143017,0,cid:e9082695705de42a,7,1605,0.0322,49774.91,229.29,420.4,41,1258,0.005374,0.005528,1.5e-05,0.013424,1,1.0,data
google_search_20260517_143017,0,5t:10.104.182.141:51486-142.251.43.142:443/17,96,94448,3.2053,29465.88,983.83,471.63,31,1258,0.03374,0.278595,0.0,2.727378,3,0.0,web
google_search_20260517_143017,1,5t:10.104.182.141:51486-142.251.43.142:443/17,70,77149,0.6263,123184.37,1102.13,383.15,33,1258,0.009077,0.046239,0.0,0.376706,2,0.0,web
google_search_20260517_143017,2,5t:10.104.182.141:51486-142.251.43.142:443/17,156,172206,2.9922,57551.21,1103.88,372.97,32,1258,0.019305,0.174874,0.0,2.154854,3,0.0,web
google_search_20260517_143017,3,5t:10.104.182.141:51486-142.251.43.142:443/17,173,196814,3.2308,60917.42,1137.65,323.12,33,1258,0.018784,0.213161,1e-06,2.796842,3,0.0,web
google_search_20260517_143017,4,5t:10.104.182.141:51486-142.251.43.142:443/17,43,39218,0.4168,94102.77,912.05,520.79,32,1258,0.009923,0.046884,0.0,0.307298,2,0.0,web
google_search_20260517_143017,0,5t:10.104.182.141:55888-172.217.24.162:443/17,20,9367,4.0207,2329.68,468.35,543.95,29,1258,0.211617,0.855404,1e-06,3.840251,2,0.0,web
google_search_20260517_143017,1,5t:10.104.182.141:55888-172.217.24.162:443/17,5,203,0.0635,3196.85,40.6,18.38,29,77,0.015875,0.015656,2.8e-05,0.040075,1,0.0,web
google_search_20260517_143017,2,5t:10.104.182.141:55888-172.217.24.162:443/17,8,347,3.2082,108.16,43.38,19.55,29,77,0.458314,1.06892,0.001039,3.076342,2,0.0,web
google_search_20260517_143017,3,5t:10.104.182.141:55888-172.217.24.162:443/17,7,323,1.1003,293.55,46.14,19.66,29,77,0.18339,0.383429,1e-06,1.040324,2,0.0,web
google_search_20260517_143017,0,5t:10.104.182.141:51595-142.250.205.35:443/17,10,6367,0.0522,122010.89,636.7,542.61,31,1258,0.005798,0.007024,1e-06,0.022418,1,0.0,web
google_search_20260517_143017,0,5t:10.104.182.141:61739-142.250.205.142:443/17,18,11080,4.0703,2722.15,615.56,565.23,32,1258,0.23943,0.920599,1e-06,3.921378,2,0.0,web
google_search_20260517_143017,1,5t:10.104.182.141:61739-142.250.205.142:443/17,5,1024,0.0651,15731.33,204.8,324.89,32,854,0.016273,0.015717,1e-06,0.035362,1,0.0,web
google_search_20260517_143017,2,5t:10.104.182.141:61739-142.250.205.142:443/17,8,2059,3.2238,638.69,257.38,346.11,32,854,0.460542,1.075625,2e-06,3.095023,2,0.0,web
google_search_20260517_143017,0,5t:10.104.182.141:50620-142.250.77.142:443/17,246,270911,4.571,59267.1,1101.26,387.0,32,1258,0.018657,0.14306,0.0,1.766636,5,0.0,web
google_search_20260517_143017,1,5t:10.104.182.141:50620-142.250.77.142:443/17,71,57011,4.9675,11476.79,802.97,573.36,33,1258,0.070964,0.282504,1e-06,1.937738,6,0.0,web
google_search_20260517_143017,2,5t:10.104.182.141:50620-142.250.77.142:443/17,121,113926,4.6648,24422.45,941.54,515.08,31,1258,0.038873,0.179633,1e-06,1.266612,6,0.0,web
google_search_20260517_143017,3,5t:10.104.182.141:50620-142.250.77.142:443/17,11,531,3.3222,159.84,48.27,21.84,34,109,0.332218,0.658481,1e-06,1.937325,3,0.0,web
google_search_20260517_143017,0,cid:f20845f77cfb76cf,91,22007,4.5309,4857.08,241.84,431.18,39,1258,0.050343,0.233988,1e-06,1.783168,5,1.0,web
google_search_20260517_143017,1,cid:f20845f77cfb76cf,63,26802,4.9659,5397.22,425.43,537.19,40,1258,0.080095,0.297287,1e-06,1.935214,6,1.0,web
google_search_20260517_143017,2,cid:f20845f77cfb76cf,41,18556,4.6817,3963.48,452.59,539.57,40,1258,0.117044,0.294908,2e-06,1.263224,6,1.0,web
google_search_20260517_143017,3,cid:f20845f77cfb76cf,23,15276,3.3749,4526.35,664.17,555.04,41,1258,0.153405,0.473732,2e-06,1.937164,3,1.0,web
google_search_20260517_143017,0,5t:10.104.182.141:56763-142.250.205.35:443/17,42,45139,0.0905,498541.68,1074.74,391.07,33,1258,0.002208,0.006928,1e-06,0.034249,1,0.0,web
google_search_20260517_143017,0,5t:10.104.182.141:49222-142.251.43.130:443/17,29,10548,3.973,2654.95,363.72,491.83,29,1258,0.141891,0.688341,1e-06,3.718136,2,0.0,web
google_search_20260517_143017,1,5t:10.104.182.141:49222-142.251.43.130:443/17,7,571,0.1146,4983.29,81.57,62.67,32,181,0.019097,0.013941,0.003209,0.038716,1,0.0,web
google_search_20260517_143017,2,5t:10.104.182.141:49222-142.251.43.130:443/17,17,1327,3.2861,403.82,78.06,70.39,29,248,0.205382,0.739114,0.000216,3.067578,2,0.0,web
google_search_20260517_143017,0,5t:10.104.182.141:55878-142.251.153.119:443/17,33,33635,0.0998,336919.04,1019.24,425.93,32,1258,0.00312,0.007843,2e-06,0.032271,1,0.0,web
google_search_20260517_143017,0,5t:10.104.182.141:61022-216.239.38.223:443/17,15,8164,3.6793,2218.88,544.27,550.49,32,1258,0.26281,0.904436,2e-06,3.523437,2,0.0,web
google_search_20260517_143017,1,5t:10.104.182.141:61022-216.239.38.223:443/17,5,519,0.1327,3909.9,103.8,87.76,30,227,0.033185,0.018964,0.015813,0.061849,1,0.0,web
google_search_20260517_143017,2,5t:10.104.182.141:61022-216.239.38.223:443/17,9,872,3.2154,271.19,96.89,81.03,32,238,0.401928,1.00524,3e-06,3.061135,2,0.0,web
google_search_20260517_143017,0,cid:e944b02dd82d7db4,9,4185,3.6381,1150.33,465.0,562.02,39,1258,0.454761,1.164801,5e-06,3.536328,2,1.0,web
google_search_20260517_143017,1,cid:e944b02dd82d7db4,7,2296,0.1309,17545.62,328.0,466.31,38,1254,0.02181,0.015763,1.3e-05,0.045425,1,1.0,web
google_search_20260517_143017,2,cid:e944b02dd82d7db4,9,4371,3.1914,1369.62,485.67,516.96,39,1254,0.398924,1.002491,5e-06,3.050916,2,1.0,web
google_search_20260517_143017,0,5t:10.104.182.141:57891-74.125.200.113:443/17,44,46114,4.9988,9225.08,1048.05,424.33,32,1258,0.11625,0.721833,1e-06,4.793821,2,0.0,web
google_search_20260517_143017,0,5t:10.104.182.141:60259-216.239.36.223:443/17,20781,25869414,4.999,5174904.38,1244.86,110.45,31,1258,0.000241,0.001526,0.0,0.178961,2,0.0,web
google_search_20260517_143017,1,5t:10.104.182.141:60259-216.239.36.223:443/17,13632,16995587,3.0107,5645018.72,1246.74,106.4,39,1258,0.000221,0.000671,0.0,0.012898,1,0.0,web
instagram_20260517_143450,0,5t:10.104.182.141:55446-142.251.156.119:443/17,17,10785,0.1274,84630.13,634.41,540.82,32,1258,0.007965,0.014173,0.0,0.047289,1,0.0,data
instagram_20260517_143450,0,5t:10.104.182.141:56485-142.251.155.119:443/17,14,9198,0.131,70204.65,657.0,541.82,32,1258,0.010078,0.016415,0.0,0.047916,1,0.0,data
instagram_20260517_143450,0,5t:10.104.182.141:61564-57.144.168.34:443/17,145,149969,0.7498,200006.1,1034.27,389.21,46,1240,0.005207,0.023,0.0,0.245207,2,0.0,web
instagram_20260517_143450,0,5t:10.104.182.141:51484-57.144.168.34:443/17,60,30632,2.7191,11265.6,510.53,543.4,38,1240,0.046086,0.140383,1e-06,0.930915,7,0.0,web
instagram_20260517_143450,1,5t:10.104.182.141:51484-57.144.168.34:443/17,166,178884,2.4141,74098.31,1077.61,363.99,56,1240,0.014631,0.088688,1e-06,1.063877,7,0.0,web
instagram_20260517_143450,2,5t:10.104.182.141:51484-57.144.168.34:443/17,10,2192,1.6003,1369.77,219.2,335.76,56,1048,0.177807,0.304373,2e-06,0.981847,4,0.0,web
instagram_20260517_143450,3,5t:10.104.182.141:51484-57.144.168.34:443/17,16,6752,4.4379,1521.45,422.0,489.5,56,1240,0.295859,0.921183,2e-06,3.732183,5,0.0,web
instagram_20260517_143450,0,cid:a100c21914f4830c,50,23574,2.6941,8750.27,471.48,536.29,41,1258,0.054981,0.155782,1e-06,0.957724,6,1.0,data
instagram_20260517_143450,1,cid:a100c21914f4830c,48,5667,2.4234,2338.42,118.06,258.5,42,1254,0.051562,0.15753,1.8e-05,1.056694,8,1.0,data
instagram_20260517_143450,2,cid:a100c21914f4830c,19,15880,1.6018,9914.07,835.79,534.13,43,1258,0.088987,0.239926,7e-06,1.011698,4,1.0,data
instagram_20260517_143450,3,cid:a100c21914f4830c,13,4209,4.4089,954.65,323.77,421.8,43,1253,0.367411,1.022402,7e-06,3.746005,5,1.0,data
instagram_20260517_143450,0,5t:10.104.182.141:61457-57.144.168.192:443/17,1817,2185790,0.6888,3173146.56,1202.97,202.02,47,1240,0.000379,0.003975,0.0,0.12199,3,0.0,web
instagram_20260517_143450,1,5t:10.104.182.141:61457-57.144.168.192:443/17,98,102416,1.713,59788.06,1045.06,417.01,56,1240,0.01766,0.166632,0.0,1.649857,2,0.0,web
instagram_20260517_143450,2,5t:10.104.182.141:61457-57.144.168.192:443/17,159,189480,0.2785,680319.85,1191.7,220.83,56,1240,0.001763,0.019222,0.0,0.241202,2,0.0,web
instagram_20260517_143450,0,5t:10.104.182.141:53236-57.144.168.192:443/17,464,549794,0.2383,2307586.18,1184.9,243.93,47,1240,0.000515,0.003565,0.0,0.068885,1,0.0,web
instagram_20260517_143450,1,5t:10.104.182.141:53236-57.144.168.192:443/17,138,166640,0.023,7236739.96,1207.54,178.33,56,1240,0.000168,0.000649,0.0,0.005025,1,0.0,web
instagram_20260517_143450,2,5t:10.104.182.141:53236-57.144.168.192:443/17,12,9376,0.0337,278327.97,781.33,547.65,56,1240,0.003062,0.00952,2e-06,0.033165,1,0.0,web
instagram_20260517_143450,0,5t:10.104.182.141:49259-57.144.56.1:443/17,22,13701,0.3754,36501.84,622.77,536.45,47,1240,0.017874,0.051794,1e-06,0.243656,2,0.0,web
instagram_20260517_143450,1,5t:10.104.182.141:49259-57.144.56.1:443/17,5,2808,0.2757,10184.5,561.6,556.98,56,1240,0.068928,0.098756,1e-06,0.237873,2,0.0,web
instagram_20260517_143450,0,cid:fa5eedc8beec8a4e,9,4119,0.0516,79878.39,457.67,566.16,41,1258,0.006446,0.00598,2.2e-05,0.014332,1,1.0,data
instagram_20260517_143450,1,cid:fa5eedc8beec8a4e,7,1040,2.3226,447.77,148.57,177.21,40,543,0.387101,0.624667,6.2e-05,1.733298,3,1.0,data
instagram_20260517_143450,0,5t:10.104.182.141:60787-216.239.34.223:443/17,21902,27227739,4.9996,5445961.74,1243.16,117.74,33,1258,0.000228,0.000962,0.0,0.048397,1,0.0,web
instagram_20260517_143450,1,5t:10.104.182.141:60787-216.239.34.223:443/17,12532,15635975,3.1147,5020108.32,1247.68,100.45,39,1258,0.000249,0.000839,0.0,0.030376,1,0.0,web
instagram_20260517_143450,0,5t:10.104.182.141:53394-57.144.168.141:443/17,11,6437,0.3034,21219.65,585.18,533.78,49,1240,0.030335,0.065731,1e-06,0.22553,2,0.0,web
instagram_20260517_143450,0,5t:10.104.182.141:62710-57.144.168.141:443/17,30,16357,4.3823,3732.5,545.23,538.52,47,1240,0.151114,0.528138,1e-06,2.830426,5,0.0,web
instagram_20260517_143450,1,5t:10.104.182.141:62710-57.144.168.141:443/17,7,377,0.0193,19570.2,53.86,5.25,41,56,0.003211,0.007163,1e-06,0.019228,1,0.0,web
instagram_20260517_143450,0,cid:8e00a3e41d5d8fcc,23,12532,4.3607,2873.86,544.87,566.28,42,1258,0.198213,0.597933,3e-06,2.825292,5,1.0,data
instagram_20260517_143450,1,cid:8e00a3e41d5d8fcc,15,10871,0.0364,298841.1,724.73,579.84,42,1258,0.002598,0.005987,1e-06,0.021211,1,1.0,data
instagram_20260517_143450,0,5t:10.104.182.141:59876-57.144.168.128:443/17,1738,1951202,1.734,1125286.06,1122.67,329.02,47,1240,0.000998,0.003452,0.0,0.068127,1,0.0,web
instagram_20260517_143450,0,5t:10.104.182.141:58049-57.144.52.128:443/17,144,172855,0.2668,647977.45,1200.38,199.44,56,1240,0.001865,0.004151,1e-06,0.032775,1,0.0,web
instagram_20260517_143450,0,5t:10.104.182.141:49953-57.144.168.128:443/17,215,242723,1.2707,191021.97,1128.94,324.23,33,1240,0.005938,0.054485,1e-06,0.754387,3,0.0,web
instagram_20260517_143450,0,5t:10.104.182.141:51385-57.144.168.141:443/17,15,8822,0.2487,35474.31,588.13,526.98,38,1240,0.017763,0.048944,1e-06,0.191802,2,0.0,web
instagram_20260517_143450,0,5t:10.104.182.141:58949-57.144.168.141:443/17,140,122494,1.656,73968.42,874.96,502.13,41,1240,0.011914,0.068405,0.0,0.779716,4,0.0,web
instagram_20260517_143450,0,cid:bb00c0281fc7db0a,118,49806,1.6492,30199.33,422.08,539.55,42,1258,0.014096,0.074557,1e-06,0.780213,5,1.0,data
instagram_20260517_143450,0,5t:10.104.182.141:63248-57.144.168.128:443/17,1364,1633955,0.773,2113907.18,1197.91,212.66,41,1240,0.000567,0.00979,0.0,0.260434,3,0.0,web
instagram_20260517_143450,0,5t:10.104.182.141:63977-57.144.168.128:443/17,360,429538,0.3378,1271439.29,1193.16,218.45,41,1240,0.000941,0.012536,0.0,0.234101,2,0.0,web
meet_session1,0,5t:142.250.183.163:443-172.17.93.240:51412/17,19,10186,0.2701,37713.81,536.11,541.21,30,1258,0.015005,0.039128,0.0,0.171263,2,0.0,web
meet_session1,0,cid:fc803498fc4dd5a0,14,3538,0.242,14617.15,252.71,423.25,41,1258,0.018619,0.045108,0.000107,0.171395,2,1.0,web
meet_session1,0,5t:172.17.93.240:56386-172.217.24.14:443/17,16,9214,0.5777,15948.54,575.88,555.89,33,1258,0.038516,0.123176,0.0,0.497068,2,0.0,web
meet_session1,0,cid:f1ab2a77058bfd91,11,2145,0.5622,3815.66,195.0,352.67,38,1258,0.056216,0.14756,0.000412,0.497804,2,1.0,data
meet_session1,0,5t:142.251.154.119:443-172.17.93.240:54489/17,946,1062820,4.9355,215342.76,1123.49,362.66,29,1258,0.005223,0.061463,0.0,1.845876,7,0.0,web
meet_session1,1,5t:142.251.154.119:443-172.17.93.240:54489/17,28,3165,4.4316,714.19,113.04,240.75,30,1253,0.164132,0.290532,0.0,1.27582,9,0.0,web
meet_session1,0,5t:142.250.77.99:443-172.17.93.240:55762/17,824,976475,4.9985,195353.73,1185.04,277.94,31,1258,0.006074,0.095237,0.0,2.727601,3,0.0,web
meet_session1,1,5t:142.250.77.99:443-172.17.93.240:55762/17,355,435513,2.8964,150365.17,1226.8,162.96,33,1258,0.008182,0.095676,0.0,1.801276,2,0.0,web
meet_session1,2,5t:142.250.77.99:443-172.17.93.240:55762/17,1905,2347998,4.0894,574170.55,1232.54,160.45,29,1258,0.002148,0.028872,0.0,1.243087,2,0.0,web
meet_session1,0,5t:142.251.43.34:443-172.17.93.240:60560/17,24,9552,4.3542,2193.76,398.0,522.98,29,1258,0.189312,0.808047,0.0,3.976737,3,0.0,web
meet_session1,0,5t:142.251.154.119:443-172.17.93.240:58177/17,85,88344,0.2529,349299.3,1039.34,419.83,31,1258,0.003011,0.009461,0.0,0.064283,1,0.0,web
meet_session1,0,5t:172.17.93.240:64556-172.217.24.142:443/17,10,8212,0.0445,184636.79,821.2,517.19,32,1258,0.004942,0.006553,0.0,0.018806,1,0.0,web
meet_session1,1,5t:172.17.93.240:64556-172.217.24.142:443/17,1628,1951599,4.8765,400205.44,1198.77,252.28,29,1258,0.002997,0.023638,0.0,0.656217,9,0.0,web
meet_session1,2,5t:172.17.93.240:64556-172.217.24.142:443/17,1897,2261315,4.9153,460059.82,1192.05,265.81,31,1258,0.002592,0.019734,0.0,0.604327,10,0.0,web
meet_session1,3,5t:172.17.93.240:64556-172.217.24.142:443/17,975,888661,4.176,212800.12,911.45,523.52,30,1258,0.004288,0.017066,0.0,0.265951,7,0.0,web
meet_session1,4,5t:172.17.93.240:64556-172.217.24.142:443/17,56,60512,1.9004,31841.03,1080.57,405.59,33,1258,0.034553,0.129524,0.0,0.702332,5,0.0,web
meet_session1,0,cid:ed7e6fd553a2176a,694,93325,4.9871,18713.44,134.47,295.92,39,1258,0.007196,0.034932,3.6e-05,0.641776,7,1.0,data
meet_session1,1,cid:ed7e6fd553a2176a,816,134614,4.9052,27442.92,164.97,340.17,40,1258,0.006019,0.028668,3e-05,0.600569,7,1.0,data
meet_session1,2,cid:ed7e6fd553a2176a,789,513773,4.1712,123171.45,651.17,563.99,41,1258,0.005293,0.018545,2.6e-05,0.281584,6,1.0,data
meet_session1,3,cid:ed7e6fd553a2176a,24,7435,1.8673,3981.74,309.79,469.89,41,1258,0.081186,0.18825,3.6e-05,0.721096,5,1.0,data
meet_session1,0,5t:142.250.77.99:443-172.17.93.240:64690/17,10,6162,0.0365,168605.06,616.2,527.4,31,1258,0.004061,0.005416,0.0,0.016862,1,0.0,web
meet_session1,1,5t:142.250.77.99:443-172.17.93.240:64690/17,8,7748,0.047,164895.64,968.5,501.5,32,1258,0.006712,0.013569,0.0,0.039809,1,0.0,web
