service,session,window,ip_a,ip_b,packet_count,total_bytes,duration_s,bytes_per_sec,mean_payload_len,std_payload_len,min_payload_len,max_payload_len,mean_iat,std_iat,min_iat,max_iat,burst_count,upload_ratio,label
archive,1,3,172.17.93.240,216.239.32.223,6192,6088210,4.9971,1218343.27,983.24,508.48,33,1258,0.000807,0.002142,0.0,0.079415,1,0.2238,web
archive,1,4,172.17.93.240,216.239.32.223,3889,3658805,4.9857,733854.03,940.81,533.71,33,1258,0.001282,0.003948,0.0,0.09704,1,0.2584,web
archive,1,5,172.17.93.240,216.239.32.223,1778,1659520,4.9999,331910.55,933.36,537.68,33,1258,0.002814,0.009327,0.0,0.113444,2,0.2632,web
archive,1,6,172.17.93.240,216.239.32.223,1766,1644614,4.9317,333479.88,931.27,538.66,33,1258,0.002794,0.015013,0.0,0.278261,10,0.2667,web
archive,1,7,172.17.93.240,216.239.32.223,279,186943,4.8991,38158.29,670.05,607.24,33,1258,0.017623,0.025682,0.0,0.146357,8,0.4695,web
archive,1,8,172.17.93.240,216.239.32.223,4743,4519243,4.9999,903869.33,952.82,527.03,33,1258,0.001054,0.004773,0.0,0.162712,5,0.2498,web
archive,1,9,172.17.93.240,216.239.32.223,4419,4342718,4.9997,868589.32,982.74,508.65,33,1258,0.001132,0.005579,0.0,0.206717,5,0.2243,web
archive,1,10,172.17.93.240,216.239.32.223,2958,2881531,4.9993,576383.49,974.15,514.14,33,1258,0.001691,0.010071,0.0,0.276167,7,0.2312,web
archive,1,11,172.17.93.240,216.239.32.223,6161,5932542,4.9998,1186557.17,962.92,521.08,33,1258,0.000812,0.00273,0.0,0.151558,2,0.2412,web
archive,1,12,172.17.93.240,216.239.32.223,1831,1756461,1.377,1275555.7,959.29,523.18,33,1258,0.000752,0.0015,0.0,0.029691,1,0.2447,web
archive,1,0,142.250.66.3,172.17.93.240,136,97766,4.482,21813.21,718.87,594.86,31,1258,0.0332,0.22826,0.0,2.623206,8,0.6029,web
archive,1,1,142.250.66.3,172.17.93.240,25,16856,0.3273,51503.26,674.24,598.4,32,1258,0.013637,0.043301,0.0,0.214497,2,0.6,web
archive,1,0,142.250.193.174,172.17.93.240,23,10221,0.1335,76540.14,444.39,522.58,32,1258,0.00607,0.013698,0.0,0.053003,1,0.4783,data
archive,1,0,172.17.93.240,192.178.168.94,23,14271,0.1757,81222.38,620.48,562.92,29,1258,0.007986,0.014519,0.0,0.051113,1,0.4348,web
archive,2,0,172.17.93.240,172.217.24.14,33,14669,0.2442,60066.22,444.52,522.95,32,1258,0.007632,0.015645,0.0,0.065619,1,0.4848,data
archive,2,1,172.17.93.240,172.217.24.14,23,10262,0.1855,55331.81,446.17,521.49,32,1258,0.00843,0.021313,0.0,0.101328,2,0.4783,data
archive,2,0,172.17.93.240,216.239.32.223,29,16482,0.3636,45335.89,568.34,567.94,30,1258,0.012984,0.042144,0.0,0.22888,2,0.4138,data
archive,2,0,172.17.93.240,216.239.38.223,20,14290,0.0379,376632.89,714.5,574.67,33,1258,0.001997,0.003675,0.0,0.014505,1,0.45,web
archive,2,1,172.17.93.240,216.239.38.223,31,13552,0.2046,66221.25,437.16,519.93,30,1258,0.006822,0.015207,0.0,0.076008,1,0.4516,web
archive,2,0,142.250.66.3,172.17.93.240,141,97912,4.6637,20994.65,694.41,598.95,31,1258,0.033312,0.167644,0.0,1.817016,11,0.5957,web
archive,2,1,142.250.66.3,172.17.93.240,37,22041,3.7731,5841.67,595.7,592.6,32,1258,0.104807,0.491332,0.0,2.974031,4,0.5676,web
archive,2,0,142.250.183.174,172.17.93.240,40,24940,0.663,37619.29,623.5,544.84,33,1258,0.016999,0.040821,0.0,0.182045,4,0.425,data
archive,3,0,142.251.43.142,172.17.93.240,24,10465,0.1595,65594.66,436.04,513.56,32,1258,0.006937,0.015036,0.0,0.055346,1,0.4167,data
archive,3,0,142.251.43.131,172.17.93.240,113,80890,3.9279,20593.62,715.84,591.38,31,1258,0.035071,0.284248,0.0,2.985237,4,0.6018,web
archive,3,1,142.251.43.131,172.17.93.240,26,9922,3.6206,2740.41,381.62,519.82,30,1258,0.144825,0.580516,0.0,2.97477,4,0.5385,web
archive,3,0,142.251.43.238,172.17.93.240,33,18798,1.0183,18459.65,569.64,550.26,31,1258,0.031823,0.060261,0.0,0.247274,6,0.4545,data
archive,4,0,172.17.93.240,172.217.24.110,22,12310,0.213,57787.07,559.55,553.75,32,1258,0.010144,0.019653,0.0,0.085236,1,0.4545,data
archive,4,1,172.17.93.240,172.217.24.110,9,698,0.1601,4358.86,77.56,66.13,30,233,0.020017,0.024336,0.0,0.074098,1,0.4444,data
archive,4,0,142.251.43.131,172.17.93.240,106,73293,3.9971,18336.7,691.44,597.34,31,1258,0.038067,0.293664,0.0,2.971164,4,0.5943,web
archive,4,1,142.251.43.131,172.17.93.240,34,16512,3.7579,4393.89,485.65,558.79,32,1258,0.113877,0.510735,0.0,2.974232,4,0.5588,web
archive,4,0,142.251.221.110,172.17.93.240,21,9024,0.2123,42507.07,429.71,507.21,32,1258,0.010615,0.021253,0.0,0.077791,1,0.4286,data
browse,1,0,172.17.93.240,172.217.24.14,47,15566,0.3558,43752.18,331.19,461.15,30,1258,0.007734,0.020115,0.0,0.106912,2,0.4894,data
browse,1,1,172.17.93.240,172.217.24.14,21,1705,3.4755,490.57,81.19,78.71,32,314,0.173776,0.647048,0.0,2.989991,3,0.4762,data
browse,1,2,172.17.93.240,172.217.24.14,12,996,3.8354,259.68,83.0,71.83,30,263,0.348674,1.042817,0.0,3.64553,2,0.5,data
browse,1,0,142.251.156.119,172.17.93.240,1620,1394532,3.4624,402762.56,860.82,554.66,30,1258,0.002139,0.010411,0.0,0.222669,5,0.2753,web
browse,1,1,142.251.156.119,172.17.93.240,6,212,2.4267,87.36,35.33,1.7,33,37,0.48534,0.678722,0.104532,1.842089,6,0.5,web
browse,1,2,142.251.156.119,172.17.93.240,29,1042,4.5475,229.14,35.93,1.14,34,37,0.162412,0.396897,0.002516,2.01214,6,0.5172,web
browse,1,3,142.251.156.119,172.17.93.240,11,400,2.7891,143.42,36.36,2.57,33,41,0.278907,0.564339,0.00325,1.858639,3,0.5455,web
browse,1,0,142.250.77.99,172.17.93.240,77,56054,0.0797,703512.41,727.97,581.42,31,1258,0.001048,0.00193,0.0,0.012742,1,0.3766,web
browse,1,1,142.250.77.99,172.17.93.240,58,41212,0.4289,96090.02,710.55,579.48,31,1258,0.007524,0.028011,0.0,0.135646,4,0.3966,web
browse,1,0,172.17.93.240,172.217.24.162,34,16618,0.2804,59274.75,488.76,533.79,29,1258,0.008496,0.014001,0.0,0.05216,1,0.4706,web
browse,1,0,142.250.66.10,172.17.93.240,34,17365,0.4143,41914.94,510.74,542.69,32,1258,0.012554,0.050253,0.0,0.292354,2,0.4412,web
browse,1,0,142.251.221.110,172.17.93.240,168,107267,0.3283,326716.19,638.49,574.07,31,1258,0.001966,0.004352,0.0,0.040957,1,0.4345,web
browse,1,0,142.251.220.110,172.17.93.240,36,17279,0.222,77823.43,479.97,533.41,32,1258,0.006344,0.012358,0.0,0.054806,1,0.4444,web
browse,1,0,172.17.93.240,216.239.34.223,3047,3332496,4.9985,666699.55,1093.7,414.82,31,1258,0.001641,0.010987,0.0,0.245912,17,0.1332,web
browse,1,1,172.17.93.240,216.239.34.223,5878,6020109,4.9983,1204442.03,1024.18,479.33,34,1258,0.00085,0.00581,0.0,0.198537,10,0.1909,web
browse,1,2,172.17.93.240,216.239.34.223,5414,5214052,4.9989,1043037.59,963.07,521.23,33,1258,0.000924,0.003358,0.0,0.143886,3,0.2403,web
browse,1,3,172.17.93.240,216.239.34.223,4134,3853249,4.9996,770707.76,932.09,538.93,33,1258,0.00121,0.002471,0.0,0.094841,1,0.2663,web
browse,1,4,172.17.93.240,216.239.34.223,6563,6365430,4.9918,1275176.42,969.9,517.03,33,1258,0.000761,0.001447,0.0,0.045979,1,0.2351,web
browse,1,5,172.17.93.240,216.239.34.223,6292,6062001,4.9992,1212593.78,963.45,520.78,33,1258,0.000795,0.00208,0.0,0.08871,1,0.2413,web
browse,1,6,172.17.93.240,216.239.34.223,4791,4540884,4.999,908351.7,947.79,529.85,33,1258,0.001044,0.003526,0.0,0.102978,2,0.2532,web
browse,1,7,172.17.93.240,216.239.34.223,6641,6405614,4.9809,1286032.73,964.56,520.08,33,1258,0.00075,0.001304,0.0,0.02961,1,0.2408,web
browse,1,8,172.17.93.240,216.239.34.223,6487,6246440,4.9996,1249376.83,962.92,521.12,33,1258,0.000771,0.001611,0.0,0.084882,1,0.2416,web
browse,1,9,172.17.93.240,216.239.34.223,2081,2007796,1.5595,1287431.47,964.82,519.96,33,1258,0.00075,0.001384,0.0,0.028743,1,0.2398,web
browse,1,0,172.17.93.240,172.217.24.98,276,242641,1.4035,172887.36,879.13,556.66,31,1258,0.005104,0.022877,0.0,0.26989,4,0.3007,web
browse,1,0,142.251.221.98,172.17.93.240,24,13012,0.5261,24733.74,542.17,564.03,29,1258,0.022873,0.056449,0.0,0.24886,3,0.4583,web
browse,1,1,142.251.221.98,172.17.93.240,345,204890,3.5988,56932.89,593.88,587.9,30,1258,0.010462,0.075801,0.0,1.197548,3,0.3797,web
browse,1,2,142.251.221.98,172.17.93.240,14,2049,1.1607,1765.3,146.36,256.13,31,1002,0.089285,0.205768,0.001152,0.794195,3,0.5,web
browse,1,3,142.251.221.98,172.17.93.240,18,4565,0.6396,7137.22,253.61,364.59,32,1034,0.037624,0.048905,0.000346,0.189276,2,0.5,web
browse,1,0,142.250.77.130,172.17.93.240,131,78330,2.9533,26522.73,597.94,578.24,29,1258,0.022718,0.110903,0.0,1.077522,5,0.4275,web
browse,1,1,142.250.77.130,172.17.93.240,31,15855,2.2397,7079.17,511.45,578.78,29,1258,0.074656,0.357064,0.0,1.99621,2,0.3871,web
browse,1,0,142.250.67.33,172.17.93.240,33,18806,0.197,95484.22,569.88,566.63,32,1258,0.006155,0.009676,9.7e-05,0.038954,1,0.4545,web
browse,1,0,172.17.93.240,172.217.24.97,27,17448,0.171,102046.47,646.22,575.79,32,1258,0.006576,0.01125,0.0,0.03814,1,0.4444,web
browse,1,0,104.18.3.240,172.17.93.240,31,16863,0.6486,25999.34,543.97,527.18,32,1258,0.02162,0.044073,0.0,0.176018,3,0.4516,web
browse,2,0,172.17.93.240,172.217.24.206,27,12409,0.2777,44685.0,459.59,539.33,32,1258,0.010681,0.025171,0.0,0.120759,2,0.4815,data
browse,2,1,172.17.93.240,172.217.24.206,29,15986,0.4532,35272.19,551.24,546.93,32,1258,0.016186,0.031755,0.0,0.113271,3,0.4483,data
browse,2,0,142.251.155.119,172.17.93.240,1794,1596196,4.5128,353707.31,889.74,541.1,30,1258,0.002517,0.020821,0.0,0.569346,6,0.2625,web
browse,2,1,142.251.155.119,172.17.93.240,43,6935,1.8634,3721.75,161.28,265.55,30,1258,0.044366,0.117939,0.0,0.657095,5,0.4651,web
browse,2,0,172.17.93.240,216.239.34.223,32,16618,0.3771,44065.91,519.31,562.75,32,1258,0.012165,0.051891,0.0,0.294302,2,0.4688,data
browse,2,0,142.250.77.99,172.17.93.240,77,56481,0.144,392210.19,733.52,588.02,31,1258,0.001895,0.007225,0.0,0.046186,1,0.3896,web
browse,2,0,172.17.93.240,172.217.24.162,30,15197,0.3382,44932.56,506.57,539.87,29,1258,0.011663,0.023657,7.4e-05,0.112875,2,0.4667,web
browse,2,0,142.250.77.106,172.17.93.240,30,16779,0.1171,143337.69,559.3,557.54,32,1258,0.004037,0.009672,0.0,0.043011,1,0.4333,web
browse,2,0,142.251.43.35,172.17.93.240,505,451242,1.6459,274167.24,893.55,550.62,32,1258,0.003266,0.040819,0.0,0.906834,3,0.2891,web
browse,2,0,142.251.220.110,172.17.93.240,27,13990,0.1273,109870.08,518.15,544.2,32,1258,0.004897,0.009221,0.0,0.038026,1,0.4444,web
browse,2,0,142.251.221.110,172.17.93.240,20,14482,1.6775,8633.16,724.1,553.11,32,1258,0.088289,0.313475,0.0,1.413579,2,0.4,web
browse,2,0,142.250.77.131,172.17.93.240,27,14020,0.2796,50150.99,519.26,554.36,32,1258,0.010752,0.033688,0.0,0.175036,2,0.4815,web
browse,3,0,142.250.67.3,172.17.93.240,31,16743,0.4892,34222.82,540.1,538.56,32,1258,0.016308,0.050362,0.0,0.277985,2,0.4516,web
browse,3,0,142.251.223.238,172.17.93.240,28,12691,0.1567,80997.59,453.25,531.71,30,1258,0.005803,0.015901,0.0,0.080741,1,0.5,data
browse,3,1,142.251.223.238,172.17.93.240,20,10282,0.108,95235.2,514.1,528.56,32,1258,0.005682,0.011222,0.000138,0.042985,1,0.45,data
browse,3,0,172.17.93.240,198.202.211.1,29,14645,0.8171,17922.38,505.0,531.2,31,1258,0.029183,0.105652,0.0,0.565331,3,0.4483,web
browse,3,1,172.17.93.240,198.202.211.1,24,15890,0.2029,78322.29,662.08,576.1,32,1258,0.008821,0.015175,0.0,0.046731,1,0.4583,web
browse,3,0,104.18.160.117,172.17.93.240,394,289446,1.2941,223659.97,734.63,533.99,31,1258,0.003293,0.038981,0.0,0.766041,2,0.3274,web
browse,3,1,104.18.160.117,172.17.93.240,168,136081,0.1405,968345.45,810.01,528.06,31,1208,0.000841,0.002718,0.0,0.02864,1,0.3036,web
browse,3,2,104.18.160.117,172.17.93.240,714,623253,4.2854,145437.86,872.9,501.0,32,1208,0.00601,0.058535,0.0,1.077633,8,0.2437,web
browse,3,3,104.18.160.117,172.17.93.240,1740,1575609,4.1395,380632.29,905.52,496.9,32,1208,0.00238,0.024815,0.0,0.777678,7,0.2351,web
browse,3,4,104.18.160.117,172.17.93.240,585,491171,3.953,124254.11,839.61,507.69,32,1208,0.006769,0.09027,0.0,1.629795,5,0.2547,web
browse,3,0,104.18.1.22,172.17.93.240,297,227431,0.2574,883697.07,765.76,527.06,32,1258,0.000869,0.003002,0.0,0.043587,1,0.3098,web
browse,3,0,104.86.189.82,172.17.93.240,27,10196,0.1453,70148.39,377.63,491.34,29,1258,0.00559,0.012538,0.0,0.056862,1,0.4444,audio
browse,3,0,142.250.77.131,172.17.93.240,28,14269,0.2776,51394.0,509.61,547.78,32,1258,0.010283,0.032525,0.0,0.171663,2,0.4643,web
browse,4,0,142.250.67.3,172.17.93.240,34,16901,0.4655,36310.11,497.09,532.67,31,1258,0.014105,0.047166,0.0,0.272128,2,0.4706,web
browse,4,0,142.250.206.14,172.17.93.240,34,14004,0.1281,109360.4,411.88,525.85,30,1258,0.00388,0.007861,0.0,0.031029,1,0.5294,web
browse,4,1,142.250.206.14,172.17.93.240,26,10547,0.1891,55775.91,405.65,503.37,32,1258,0.007564,0.023719,0.0,0.119107,2,0.4615,web
browse,4,0,142.250.77.99,172.17.93.240,130,99653,0.1523,654459.24,766.56,577.92,31,1258,0.00118,0.003047,0.0,0.023605,1,0.3692,web
browse,4,0,142.250.77.131,172.17.93.240,28,14171,0.3058,46338.48,506.11,550.57,32,1258,0.011326,0.038864,0.0,0.206294,2,0.4643,web
meet,1,0,142.250.183.163,172.17.93.240,36,16416,0.2766,59343.89,456.0,530.68,30,1258,0.007904,0.028847,0.0,0.170835,2,0.4722,web
meet,1,1,142.250.183.163,172.17.93.240,23,14508,0.0571,254017.73,630.78,576.38,33,1258,0.002596,0.00442,0.0,0.019801,1,0.4348,web
meet,1,0,172.17.93.240,172.217.24.14,31,14558,0.584,24927.43,469.61,528.42,33,1258,0.019467,0.08896,0.0,0.497068,2,0.4839,data
meet,1,1,172.17.93.240,172.217.24.14,28,14683,0.2028,72418.65,524.39,540.72,32,1258,0.007509,0.012629,0.0,0.046951,1,0.4286,data
meet,1,0,142.251.154.119,172.17.93.240,1483,1212208,4.944,245188.53,817.4,567.49,29,1258,0.003336,0.048018,0.0,1.81121,6,0.3048,web
meet,1,1,142.251.154.119,172.17.93.240,54,6803,4.4443,1530.74,125.98,234.03,30,1253,0.083854,0.216787,0.0,1.267413,9,0.4815,web
meet,1,2,142.251.154.119,172.17.93.240,8,280,3.0021,93.27,35.0,2.0,33,37,0.428865,0.648986,0.006706,1.870515,4,0.5,web
meet,1,3,142.251.154.119,172.17.93.240,8,280,2.5519,109.72,35.0,2.0,33,37,0.364561,0.480833,0.006545,1.311205,4,0.5,web
meet,1,0,142.250.77.99,172.17.93.240,1209,1012145,4.9855,203016.48,837.18,568.08,31,1258,0.004127,0.052996,0.0,1.341304,3,0.3118,web
meet,1,1,142.250.77.99,172.17.93.240,511,444921,2.9031,153259.59,870.69,559.53,33,1258,0.005692,0.075903,0.0,1.711738,2,0.3014,web
meet,1,2,142.250.77.99,172.17.93.240,2573,2382538,4.1514,573911.86,925.98,536.24,29,1258,0.001614,0.02453,0.0,1.228001,2,0.2585,web
meet,1,3,142.250.77.99,172.17.93.240,13,8085,0.0765,105716.67,621.92,589.99,32,1258,0.006373,0.010217,0.0,0.029491,1,0.3846,web
meet,1,0,142.251.43.34,172.17.93.240,46,16765,4.361,3844.32,364.46,485.58,29,1258,0.096911,0.575688,0.0,3.913672,2,0.4783,web
meet,1,0,172.17.93.240,172.217.24.142,38,25615,1.2139,21101.01,674.08,556.04,32,1258,0.032809,0.17102,0.0,1.056509,2,0.4211,web
meet,1,1,172.17.93.240,172.217.24.142,2322,2044924,4.9871,410046.23,880.67,555.12,29,1258,0.002149,0.018877,0.0,0.634526,7,0.2989,web
meet,1,2,172.17.93.240,172.217.24.142,2713,2395929,4.9153,487446.76,883.13,553.23,31,1258,0.001812,0.015607,0.0,0.592367,6,0.3008,web
meet,1,3,172.17.93.240,172.217.24.142,6,1115,0.1095,10185.16,185.83,240.3,33,692,0.021895,0.026905,0.001975,0.075115,1,0.5,web
meet,1,4,172.17.93.240,172.217.24.142,1764,1402434,4.1838,335203.77,795.03,557.23,30,1258,0.002373,0.011376,0.0,0.265951,5,0.4473,web
meet,1,5,172.17.93.240,172.217.24.142,80,67947,1.9004,35753.28,849.34,553.31,33,1258,0.024056,0.10557,0.0,0.69198,5,0.3,web
meet,1,6,172.17.93.240,172.217.24.142,8,2676,0.1101,24313.17,334.5,424.77,30,1251,0.015723,0.027597,0.0,0.082633,1,0.5,web
meet,1,0,142.251.43.35,172.17.93.240,198,104530,4.724,22127.6,527.93,560.98,30,1258,0.02398,0.157054,0.0,1.829718,5,0.4242,web
meet,1,1,142.251.43.35,172.17.93.240,620,583245,1.4428,404250.01,940.72,529.01,33,1258,0.002331,0.023277,0.0,0.57522,2,0.25,web
meet,1,2,142.251.43.35,172.17.93.240,218,185735,4.9944,37188.84,852.0,556.84,33,1258,0.023016,0.285892,0.0,4.221215,3,0.2844,web
meet,1,3,142.251.43.35,172.17.93.240,176,148898,3.7891,39295.94,846.01,561.08,33,1258,0.021652,0.251139,0.0,3.333321,2,0.267,web
meet,1,4,142.251.43.35,172.17.93.240,2589,2594986,4.9978,519224.88,1002.31,494.39,29,1258,0.001931,0.030272,0.0,1.114077,5,0.2055,web
meet,1,5,142.251.43.35,172.17.93.240,2405,2420649,2.2769,1063127.94,1006.51,492.29,33,1258,0.000947,0.005413,0.0,0.229404,2,0.2042,web
meet,1,0,172.17.93.240,172.217.24.10,32,15927,0.3653,43600.58,497.72,538.84,32,1258,0.011784,0.045297,0.0,0.256326,2,0.4375,web
meet,1,1,172.17.93.240,172.217.24.10,37,12479,1.1712,10655.11,337.27,478.16,29,1258,0.032533,0.085618,0.00013,0.501796,3,0.4595,web
meet,1,0,142.251.220.110,172.17.93.240,37,15884,0.1315,120799.19,429.3,522.08,30,1258,0.003653,0.007689,0.0,0.03232,1,0.4595,web
meet,1,1,142.251.220.110,172.17.93.240,12,2772,0.1323,20954.55,231.0,282.45,32,985,0.012026,0.011525,0.0,0.029437,1,0.5,web
meet,1,2,142.251.220.110,172.17.93.240,38,15245,3.8318,3978.5,401.18,467.45,29,1258,0.103563,0.480423,0.0,2.928228,3,0.5,web
meet,1,3,142.251.220.110,172.17.93.240,202,103535,4.1535,24927.18,512.55,538.86,29,1258,0.020664,0.094774,0.0,1.124722,8,0.5644,web
meet,1,4,142.251.220.110,172.17.93.240,559,368442,1.8864,195310.74,659.11,556.94,32,1258,0.003381,0.017897,0.0,0.313491,5,0.5957,web
meet,1,5,142.251.220.110,172.17.93.240,45,30901,4.9582,6232.33,686.69,581.59,32,1258,0.112686,0.520013,0.0,3.326702,4,0.5778,web
meet,1,6,142.251.220.110,172.17.93.240,756,474370,4.017,118091.76,627.47,564.53,33,1258,0.00532,0.024345,0.0,0.534535,6,0.5794,web
meet,1,7,142.251.220.110,172.17.93.240,70,48538,3.9435,12308.35,693.4,586.42,33,1258,0.057152,0.32462,0.0,2.645951,5,0.6,web
meet,1,0,142.250.182.78,172.17.93.240,304,164401,2.9435,55851.35,540.79,553.52,31,1258,0.009715,0.065539,0.0,0.885356,6,0.3717,web
meet,1,0,142.251.220.97,172.17.93.240,16,12435,0.1625,76532.89,777.19,551.13,32,1258,0.010832,0.016609,0.000201,0.050029,1,0.375,web
meet,1,1,142.251.220.97,172.17.93.240,22,7405,4.9085,1508.61,336.59,470.87,30,1258,0.233738,0.830567,0.0,3.921311,5,0.4545,web
meet,1,2,142.251.220.97,172.17.93.240,25,5409,1.2859,4206.5,216.36,349.24,30,1254,0.053578,0.13687,0.0,0.681105,4,0.44,web
meet,1,0,142.251.223.8,172.17.93.240,330,302547,0.8764,345213.03,916.81,541.54,32,1258,0.002664,0.008396,0.0,0.099821,1,0.2576,web
meet,1,0,142.251.43.200,172.17.93.240,21,13426,2.5443,5276.84,639.33,565.92,32,1258,0.127216,0.474053,0.0,2.19022,3,0.4286,web
meet,1,0,172.17.93.240,172.217.24.99,29,13912,0.9448,14725.55,479.72,535.28,29,1258,0.033741,0.086349,0.0,0.449807,4,0.4483,web
meet,1,0,142.251.221.166,172.17.93.240,52,20492,0.5332,38431.4,394.08,470.13,29,1258,0.010455,0.024016,0.0,0.130625,2,0.4808,web
meet,1,0,142.251.43.130,172.17.93.240,42,21621,0.2367,91324.32,514.79,557.52,32,1258,0.005774,0.013795,0.0,0.055327,1,0.4762,web
meet,1,0,142.250.182.66,172.17.93.240,29,14714,0.1348,109139.09,507.38,541.4,30,1258,0.004815,0.009909,0.0,0.037622,1,0.4483,web
meet,1,0,172.17.93.240,192.178.211.84,261,200253,4.4236,45269.21,767.25,576.7,32,1258,0.017014,0.146735,0.0,2.261327,4,0.3103,web
meet,1,1,172.17.93.240,192.178.211.84,102,37521,4.2268,8877.01,367.85,461.13,30,1258,0.041849,0.225164,0.0,2.26637,4,0.3922,web
meet,1,0,172.17.93.240,216.239.36.223,23,13466,0.0541,249036.57,585.48,567.46,33,1258,0.002458,0.00383,0.0,0.013064,1,0.4348,web
meet,1,1,172.17.93.240,216.239.36.223,14,1772,0.2951,6005.7,126.57,148.07,30,434,0.022696,0.024277,0.0,0.076166,1,0.5,web
meet,1,0,142.251.223.234,172.17.93.240,38,20992,0.3269,64217.04,552.42,565.2,30,1258,0.008835,0.03641,0.0,0.223478,2,0.4737,web
meet,1,0,142.250.206.14,172.17.93.240,72,51211,0.8717,58748.71,711.26,584.77,32,1258,0.012277,0.049882,0.0,0.4057,2,0.4028,web
meet,1,0,142.250.182.74,172.17.93.240,53,22294,1.7647,12633.42,420.64,473.33,31,1258,0.033936,0.06165,0.0,0.28453,6,0.4528,web
meet,1,0,142.251.223.3,172.17.93.240,32,15742,0.2803,56152.11,491.94,546.02,32,1258,0.009043,0.030273,0.0,0.169533,2,0.5,web
meet,2,0,142.250.183.163,172.17.93.240,28,14613,0.3044,48002.99,521.89,546.82,32,1258,0.011275,0.037249,0.0,0.197063,2,0.5,web
meet,2,1,142.250.183.163,172.17.93.240,19,11748,0.0731,160654.57,618.32,579.89,32,1258,0.004063,0.006893,0.0,0.02947,1,0.4211,web
meet,2,0,172.17.93.240,172.217.24.206,30,14632,0.2145,68208.78,487.73,528.84,32,1258,0.007397,0.024523,0.0,0.132366,2,0.4667,data
meet,2,1,172.17.93.240,172.217.24.206,28,10553,0.2102,50195.84,376.89,495.54,32,1258,0.007787,0.017258,0.0,0.087604,1,0.4643,data
meet,2,0,172.17.93.240,172.217.24.142,23,14101,0.0401,352021.76,613.09,559.8,33,1258,0.001821,0.003645,0.0,0.013591,1,0.4348,web
meet,2,1,172.17.93.240,172.217.24.142,2302,2049756,4.9642,412907.5,890.42,547.24,29,1258,0.002157,0.025153,0.0,1.095439,7,0.2811,web
meet,2,2,172.17.93.240,172.217.24.142,2640,2400154,4.2753,561399.79,909.15,542.62,32,1258,0.00162,0.013247,0.0,0.531917,7,0.2856,web
meet,2,3,172.17.93.240,172.217.24.142,5,1123,0.1119,10034.01,224.6,253.3,33,677,0.02798,0.036649,0.001736,0.091177,1,0.4,web
meet,2,4,172.17.93.240,172.217.24.142,1932,1687558,4.2613,396016.88,873.48,541.48,30,1258,0.002207,0.009995,0.0,0.215808,5,0.4519,web
meet,2,5,172.17.93.240,172.217.24.142,63,62195,0.1552,400759.44,987.22,491.01,32,1258,0.002503,0.010527,0.0,0.067792,1,0.2698,web
meet,2,6,172.17.93.240,172.217.24.142,11,5534,0.0681,81277.96,503.09,520.37,30,1258,0.006809,0.014331,0.0,0.049151,1,0.5455,web
meet,2,0,142.251.152.119,172.17.93.240,71,20191,4.9981,4039.74,284.38,442.15,29,1258,0.071401,0.222476,0.0,1.655228,10,0.507,web
meet,2,1,142.251.152.119,172.17.93.240,6,2145,0.0517,41495.78,357.5,430.46,32,1254,0.010338,0.012236,0.000178,0.027231,1,0.3333,web
meet,2,2,142.251.152.119,172.17.93.240,6,207,0.451,459.0,34.5,2.5,32,37,0.090197,0.108581,0.013133,0.305579,2,0.5,web
meet,2,3,142.251.152.119,172.17.93.240,12,417,4.873,85.57,34.75,2.28,32,37,0.443,0.647457,0.005128,1.578303,5,0.5,web
meet,2,4,142.251.152.119,172.17.93.240,6,212,2.0551,103.16,35.33,1.7,33,37,0.411011,0.578184,0.006276,1.517987,3,0.5,web
meet,2,0,142.250.182.78,172.17.93.240,296,161330,3.0435,53008.39,545.03,559.58,30,1258,0.010317,0.061191,0.0,0.881752,9,0.3919,web
meet,2,0,142.251.43.35,172.17.93.240,666,625645,4.7706,131145.23,939.41,525.83,32,1258,0.007174,0.102201,0.0,2.572376,6,0.2492,web
meet,2,1,142.251.43.35,172.17.93.240,562,508780,1.3697,371460.73,905.3,545.85,32,1258,0.002441,0.022612,0.0,0.518366,2,0.2794,web
meet,2,2,142.251.43.35,172.17.93.240,135,103639,3.777,27439.56,767.7,572.47,30,1258,0.028187,0.26068,0.0,3.02723,3,0.3259,web
meet,2,3,142.251.43.35,172.17.93.240,101,83324,3.4738,23986.49,824.99,572.79,33,1258,0.034738,0.313149,0.0,3.149482,2,0.3267,web
meet,2,4,142.251.43.35,172.17.93.240,2269,2295895,4.9994,459233.46,1011.85,487.61,33,1258,0.002204,0.042264,0.0,1.448272,4,0.1988,web
meet,2,5,142.251.43.35,172.17.93.240,2600,2675258,2.3351,1145682.85,1028.95,475.36,33,1258,0.000898,0.004664,0.0,0.214213,2,0.1862,web
meet,2,0,142.250.77.99,172.17.93.240,1461,1401529,3.2787,427469.0,959.29,509.64,31,1258,0.002246,0.021898,0.0,0.816618,2,0.2348,web
meet,2,1,142.250.77.99,172.17.93.240,333,313280,1.4775,212036.34,940.78,531.25,32,1258,0.00445,0.061188,0.0,1.116671,2,0.2553,web
meet,2,2,142.250.77.99,172.17.93.240,2310,2134165,3.7342,571513.23,923.88,536.88,33,1258,0.001617,0.025744,0.0,1.205197,3,0.2628,web
meet,2,3,142.250.77.99,172.17.93.240,20,9699,0.1564,62000.09,484.95,568.73,30,1258,0.008233,0.0202,0.0,0.07108,1,0.4,web
